code,name,WIMD (1),Income (2),Employment (3),Health (4),Education (5),Access to Services (6),Community Safety (7),Physical Environment (8),Housing (9),,,,,
"NotethattheWIMDrankswererevisedon12/08/2015duetoanerrorinIncomedomaindataprovidedbyathirdparty.TheIndexisconstructedfromaweightedsumofthedeprivationscoreforeachdomain.Theweightsreflecttheimportanceofthedomainasanaspectofdeprivation,andthequalityoftheindicatorsavailableforthatdomain.ThedomainsandtheirweightsforWIMD2014are",Income 23.5%Employment 23.5%Health 14%Education 14%Access to services 10%Community safety 5%Physical environment 5%Housing 5%,,,,,,,,,,,,,,
"Notethatthisdomainwasrevisedon12/08/2015duetoanerrorindataprovidedbyathirdparty.Recentchangestothewelfaresystemmeanthateligibilitythresholdsandcriteriaforsomebenefitshavealready,orareaboutto,change.Thismeansthattheindicatordatawillnotbestrictycomparablewithearlieryears.",,,,,,,,,,,,,,,
"Recentchangestothewelfaresystemmeanthateligibilitythresholdsandcriteriaforsomebenefitshavealready,orareaboutto,change.Thismeansthattheindicatordatawillnotbestrictycomparablewithearlieryears.",,,,,,,,,,,,,,,
TheweightinghaschangedslightlyforWIMD2014.,,,,,,,,,,,,,,,
TherehavebeenseveralmethodologicalchangestotheindicatorssinceWIMD2011.Afulllistofthechangesareasfollow, Unchanged, Key Stage 2 Average Point ScoreProportion of people not entering Higher Education aged 18-19Changed,Number of Adults aged 25-64 with No QualificationsKey Stage 4 Average Capped Point ScoreAdded,Key Stage 4 Level 2 InclusiveRepeat  Absenteeism Removed,"Key Stage 3 Average Point ScoreKey Stage 4 Average Wider Point ScorePrimary School AbsenceSecondary School AbsenceThe relative weights of the indicators within the domain are not the same as in WIMD 2011, as the indicators are slightly different. However, the basic methodology used to construct the domain is the same as for WIMD 2011.",,,,,,,,,,
TheaccesstoservicesdomainmethodologyhaschangedsignificantlybetweenWIMD2011andWIMD2014.ThechangesforWIMD2014areasfollows,"- inclusion of private transport- inclusion of pharmacies and petrol stations- exclusion of NHS dentists and public transport stops- travel times are measured to the nearest service point, rather than the nearest 10 service points for each indicator",,,,,,,,,,,,,,
"ForWIMD2014PoliceRecordedAntiSocialBehaviourincidenceswereusedinsteadofadultandyoungoffenders.ThedenominatorforthePolicerecordedtheft,violentcrimeandcriminaldamageindicatorshaschangedforWIMD2014comparedtoWIMD2011,non-residentworkingpopulationhasbeenremoved.Moreinformationcanbefoundx(linktodenominatornote)TheweightsoftheseindicatorsinthewholedomainarenotthesameasinWIMD2011,astheindicatorsuseddiffer.However,thebasicmethodologyusedtoconstructthedomainisthesameasforWIMD2011.",,,,,,,,,,,,,,,
"ThemethodologyusedtocreatetheindicatorsofthephysicalenvironmentdomainisthesameforWIMD2014asitwasforWIMD2011.However,therehavebeensometechnicalimprovements/changestotheairqualityandfloodingindicators.",,,,,,,,,,,,,,,
"InWIMD2011,bothindicatorswereallocatedanequalweighting.TheweightinghasbeenchangedforWIMD2014inrecognitionofthefactthatthelackofcentralheatingindicatorisbecominganincreasinglypoorindicatorofhousingqualityovertime.",,,,,,,,,,,,,,,
Thedataitemisnotapplicable.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
WIMD2014DomainRanks,,,,,,,,,,,,,,,
12/08/2015,,,,,,,,,,,,,,,
WelshGovernment,,,,,,,,,,,,,,,
"WelshIndexofMultipleDeprivation,WelshGovernment",,,,,,,,,,,,,,,
stats.inclusion@wales.gsi.gov.uk,,,,,,,,,,,,,,,
NationalStatistics,,,,,,,,,,,,,,,
Lower-layersuperoutputareas,,,,,,,,,,,,,,,
Wales,,,,,,,,,,,,,,,
EnglishandWelsh,,,,,,,,,,,,,,,
"Youmayuseandre-usethisdatafreeofchargeinanyformatormedium,underthetermsoftheOpenGovernmentLicense-seehttp",//www.nationalarchives.gov.uk/doc/open-government-licence,,,,,,,,,,,,,,
"WIMDistheWelshGovernment'sofficialmeasureofrelativedeprivationforsmallareasinWales.Itisdesignedtoidentifythosesmallareaswheretherearethehighestconcentrationsofseveraldifferenttypesofdeprivation.Assuch,WIMDisameasureofmultipledeprivationthatisbothanarea-basedmeasureandameasureofrelativedeprivation.",,,,,,,,,,,,,,,
Seeinformationcontainedinweblinks.,,,,,,,,,,,,,,,
"WIMDranksallsmallareasinWalesfrom1(mostdeprived)to1,909(leastdeprived).",,,,,,,,,,,,,,,
Seeinformationcontainedinweblinks.,,,,,,,,,,,,,,,
TheIndexhasthreemaincomponents,,,,,,,,,,,,,,,
"-TheIndexitself,whichisasetofranks;",,,,,,,,,,,,,,,
"-Theranksoftheeighttypesofdeprivation,ordomains,fromwhichtheoverallIndexisconstructed;",,,,,,,,,,,,,,,
"-Theunderlyingindicators,whicharedirectlymeasurable,andwhicharecombinedtocreatethedomainranks.Many,butnotall,oftheindicatorsareproducedasrates.Theunitsdependonwhatisbeingmeasured.",,,,,,,,,,,,,,,
WIMD2014,MultipleDeprivation,Deprivation,SocialInclusion,LSOA,Index,Income,Employment,Health,Education,CommunitySafety,Housing,PhysicalEnvironment,AccesstoServices,Decile,Quintile
"AllofthesecomponentsarecalculatedforeachoftheLSOAsinWales.Theoverall2014WIMDranksandtheranksoftheeightdomainsofdeprivationarepublishedontheStatsWaleswebsite.Whereavailable,theunderlyingindicatordataisnowpublishedannuallyonStatsWales.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"TheoverallmethodologyusedwithinWIMD2014isthesameasusedforWIMD2011.Thedomainshavealsostayedthesame.Therehavebeenasmallnumberofchangestoindividualindicators(ortheinclusionofnewindicators)withintheEducation,AccesstoServices,CommunitySafety,IncomeandPhysicalEnvironmentandHousingdomains;aswellassometechnicalchangestosomeoftheindividualdomains.FurtherinformationisprovidedintheWIMD2014PublicationandWIMD2014TechnicalReport.",,,,,,,,,,,,,,,
Seeinformationcontainedinweblinks.,,,,,,,,,,,,,,,
Seeinformationcontainedinweblinks.,,,,,,,,,,,,,,,
Seeinformationcontainedinweblinks.,,,,,,,,,,,,,,,
Seeinformationcontainedinweblinks.,,,,,,,,,,,,,,,
"TheDepartmentforWorkandPensions(DWP)discoveredanerrorintheincomeindicatordatatheyhadprovidedfortheincomedomainofWIMDwhichrelatestotheaccidentalexclusionofsomedataontaxcredits.The2014incomeindicatordatafeedsthroughtotheIncomedomainranks,andoverallWIMD2014ranks.Thisdatawasrevisedonthe12thAugust2015.",,,,,,,,,,,,,,,
Seeinformationcontainedinweblinks.,,,,,,,,,,,,,,,
Website, http,//gov.wales/wimd,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
FullReport, http,//gov.wales/docs/statistics/2015/150812-wimd-2014-revised-en.pdf,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TechnicalReport, http,//gov.wales/docs/statistics/2014/141218-wimd-2014-technical-en.pdf,,,,,,,,,,,,,
WIMD2014,MultipleDeprivation,Deprivation,SocialInclusion,LSOA,Index,Income,Employment,Health,Education,CommunitySafety,Housing,PhysicalEnvironment,AccesstoServices,Decile,Quintile
